,resale_price
728,480000.0
729,625000.0
730,356000.0
731,315000.0
732,615000.0
733,745000.0
734,495000.0
735,300000.0
736,720000.0
737,425000.0
738,380000.0
739,390000.0
740,625888.0
741,480000.0
742,375000.0
743,413000.0
744,608000.0
745,750000.0
746,820000.0
747,545000.0
748,700000.0
749,360000.0
750,630000.0
751,386000.0
752,570000.0
753,705000.0
754,320000.0
755,420000.0
756,480000.0
757,535000.0
758,850000.0
759,445000.0
760,550000.0
761,492088.0
762,430000.0
763,573000.0
764,310000.0
765,510000.0
766,630000.0
767,430000.0
768,660000.0
769,625000.0
770,340000.0
771,863000.0
772,465000.0
773,815000.0
774,1050000.0
775,280500.0
776,730000.0
777,375000.0
778,880000.0
779,485000.0
780,510000.0
781,585000.0
782,535000.0
783,486000.0
784,568000.0
785,260000.0
786,699000.0
787,374000.0
788,438000.0
789,365000.0
790,305000.0
791,370000.0
792,690000.0
793,300000.0
794,515000.0
795,560000.0
796,460000.0
797,498888.0
798,365000.0
799,370000.0
800,953000.0
801,420000.0
802,687000.0
803,495000.0
804,715000.0
805,251000.0
806,695000.0
807,655000.0
808,620000.0
809,370000.0
810,758000.0
811,448000.0
812,630000.0
813,730088.0
814,720000.0
815,738000.0
816,502000.0
817,458000.0
818,560000.0
819,615000.0
820,650000.0
821,395000.0
822,518000.0
823,512000.0
824,585000.0
825,357000.0
826,355000.0
827,438000.0
828,430000.0
829,660000.0
830,860000.0
831,352000.0
832,477000.0
833,356500.0
834,800000.0
835,522000.0
836,780000.0
837,485000.0
838,345000.0
839,408000.0
840,470000.0
841,237000.0
842,458888.0
843,316000.0
844,730000.0
845,325000.0
846,444888.0
847,483000.0
848,730000.0
849,538000.0
850,780000.0
851,605000.0
852,490000.0
853,460000.0
854,890000.0
855,473000.0
856,745000.0
857,282000.0
858,560000.0
859,410000.0
860,478000.0
861,287000.0
862,582000.0
863,265000.0
864,550000.0
865,295000.0
866,200000.0
867,311000.0
868,667000.0
869,548000.0
870,750000.0
871,460000.0
872,288000.0
873,1010000.0
874,293000.0
875,590000.0
876,580000.0
877,472500.0
878,308000.0
879,528000.0
880,788000.0
881,550000.0
882,770800.0
883,380000.0
884,510000.0
885,630000.0
886,270000.0
887,652000.0
888,673000.0
889,790000.0
890,752000.0
891,740000.0
892,625000.0
893,450000.0
894,305000.0
895,810000.0
896,722000.0
897,570000.0
898,458000.0
899,555000.0
900,542000.0
901,950000.0
902,225000.0
903,700000.0
904,255000.0
905,615000.0
906,489000.0
907,435000.0
908,420000.0
909,505000.0
910,315000.0
911,550000.0
912,640000.0
913,370000.0
914,320000.0
915,468000.0
916,420000.0
917,615000.0
918,393000.0
919,325000.0
920,296000.0
921,275000.0
922,212000.0
923,435000.0
924,488000.0
925,301000.0
926,530000.0
927,345000.0
928,232000.0
929,500000.0
930,668800.0
931,338000.0
932,480000.0
933,358000.0
934,423000.0
935,693000.0
936,432000.0
937,260000.0
938,725888.0
939,585000.0
940,353000.0
941,415000.0
942,620000.0
943,375000.0
944,410000.0
945,768000.0
946,272000.0
947,483000.0
948,580000.0
949,525000.0
950,780000.0
951,737888.0
952,548000.0
953,625000.0
954,739999.0
955,380000.0
956,620000.0
957,320000.0
958,718000.0
959,408000.0
960,510000.0
961,482000.0
962,630000.0
963,555000.0
964,780000.0
965,450000.0
966,475000.0
967,300000.0
968,398000.0
969,525000.0
970,266000.0
971,271000.0
972,1050000.0
973,310000.0
974,462000.0
975,470000.0
976,265000.0
977,680000.0
978,580000.0
979,808000.0
980,470000.0
981,320000.0
982,311800.0
983,433500.0
984,475000.0
985,348000.0
986,480000.0
987,538000.0
988,492500.0
989,827000.0
990,454000.0
991,470000.0
992,373000.0
993,313000.0
994,790000.0
995,790000.0
996,296000.0
997,430000.0
998,465000.0
999,570000.0
1000,503000.0
1001,383000.0
1002,450000.0
1003,420000.0
1004,552000.0
1006,550000.0
1007,885000.0
1008,668000.0
1009,715000.0
1010,580000.0
1011,480000.0
1012,390000.0
1013,520000.0
1014,336500.0
1015,740000.0
1016,280000.0
1017,645000.0
1018,700000.0
1019,230000.0
1020,343000.0
1021,578000.0
1022,463000.0
1023,475000.0
1024,420000.0
1025,335000.0
1026,398000.0
1027,385000.0
1028,490000.0
1029,598000.0
1030,520000.0
1031,247000.0
1032,268000.0
1033,755000.0
1034,370000.0
1035,635000.0
1036,445000.0
1037,365000.0
1038,570000.0
1039,448000.0
1040,440000.0
1041,300000.0
1042,263000.0
1043,640000.0
1044,300000.0
1045,280000.0
1046,485000.0
1047,505000.0
1048,470000.0
1049,250000.0
1050,580000.0
1051,509000.0
1052,620000.0
1053,375000.0
1054,857000.0
1055,425000.0
1056,570000.0
1057,295000.0
1058,725888.88
1059,250000.0
1060,600000.0
1061,807000.0
1062,800000.0
1063,465000.0
1064,320000.0
1065,290000.0
1066,655000.0
1067,590000.0
1068,622000.0
1069,660000.0
1070,320000.0
1071,280000.0
1072,592000.0
1073,668000.0
1074,276888.0
1075,518000.0
1076,533000.0
1077,260000.0
1078,535888.0
1079,530000.0
1080,605000.0
1081,388000.0
1082,550000.0
1083,600000.0
1084,430000.0
1085,575000.0
1086,310000.0
1087,330000.0
1088,365000.0
1089,285000.0
1090,440000.0
1091,558000.0
1092,450000.0
1093,768000.0
1094,410000.0
1095,443800.0
1096,568000.0
1097,390000.0
1098,539000.0
1099,419000.0
1100,381000.0
1101,370000.0
1102,368000.0
1103,708000.0
1104,693000.0
1105,510000.0
1106,277000.0
1107,490000.0
1108,955000.0
1109,520000.0
1110,428000.0
1111,588888.0
1112,670000.0
1113,310000.0
1114,635000.0
1115,495000.0
1116,635000.0
1117,595000.0
1118,424000.0
1119,413000.0
1120,315000.0
1121,325000.0
1122,280000.0
1123,235000.0
1124,280000.0
1125,512000.0
1126,369000.0
1127,405000.0
1128,504800.0
1129,490000.0
1130,295000.0
1131,240000.0
1132,490000.0
1133,378000.0
1134,368000.0
1135,870000.0
1136,605000.0
1137,1125000.0
1138,580000.0
1139,428000.0
1140,870000.0
1141,475000.0
1142,439888.0
1143,675000.0
1144,551188.0
1145,370000.0
1146,335000.0
1147,397000.0
1148,410000.0
1149,350000.0
1150,320000.0
1151,324000.0
1152,370000.0
1153,370000.0
1154,385000.0
1155,585000.0
1156,765000.0
1157,440000.0
1158,615000.0
1159,590000.0
1160,642888.0
1161,405500.0
1162,400000.0
1163,460000.0
1164,536000.0
1165,664000.0
1166,393000.0
1167,450000.0
1168,713000.0
1169,345000.0
1170,675000.0
1171,615000.0
1172,405000.0
1173,420000.0
1174,685000.0
1175,500000.0
1176,330000.0
1177,500000.0
1178,362000.0
1179,358000.0
1180,780000.0
1181,295000.0
1182,260000.0
1183,765000.0
1184,750000.0
1185,600000.0
1186,699000.0
1187,530000.0
1188,565000.0
1189,365000.0
1190,420000.0
1191,555000.0
1192,569888.0
1193,915000.0
1194,485000.0
1195,660000.0
1196,508888.0
1197,355000.0
1198,408000.0
1199,315000.0
1200,590000.0
1201,958000.0
1202,445000.0
1203,390000.0
1204,1020000.0
1205,495000.0
1206,425000.0
1207,528000.0
1208,389000.0
1209,460000.0
1210,930000.0
1211,276800.0
1212,472888.0
1213,820000.0
1214,401000.0
1215,675000.0
1216,470000.0
1217,350000.0
1218,277000.0
1219,365888.0
1220,483000.0
1221,232000.0
1222,400000.0
1223,545000.0
1224,488000.0
1225,555000.0
1226,953888.0
1227,690000.0
1228,610000.0
1229,523000.0
1230,755000.0
1231,520000.0
1232,525000.0
1233,350000.0
1234,333000.0
1235,270000.0
1236,540000.0
1237,528000.0
1238,448000.0
1239,707000.0
1240,490000.0
1241,355000.0
1242,735000.0
1243,460000.0
1244,588000.0
1245,320000.0
1246,425000.0
1247,287000.0
1248,750000.0
1249,580000.0
1250,319000.0
1251,355000.0
1252,600000.0
1253,565000.0
1254,648888.0
1255,485000.0
1256,490000.0
1257,498000.0
1258,750000.0
1259,290000.0
1260,388000.0
1261,570000.0
1262,785000.0
1263,220000.0
1264,640000.0
1265,375000.0
1266,608000.0
1267,386000.0
1268,518000.0
1269,865000.0
1270,370000.0
1271,750000.0
1272,570000.0
1273,585000.0
1274,718000.0
1275,850000.0
1276,390000.0
1277,570000.0
1278,628000.0
1279,560000.0
1280,265000.0
1281,955000.0
1282,255000.0
1283,550000.0
1284,340000.0
1285,748000.0
1286,550000.0
1287,312000.0
1288,408000.0
1289,505000.0
1290,421000.0
1291,345000.0
1292,355000.0
1293,368000.0
1294,708000.0
1295,943000.0
1296,430000.0
1297,748000.0
1298,345000.0
1299,490000.0
1300,458888.0
1301,400000.0
1302,668000.0
1303,480888.0
1304,450000.0
1305,251000.0
1306,685000.0
1307,335000.0
1308,392000.0
1309,565000.0
1310,370000.0
1311,750000.0
1312,1000000.0
1313,690000.0
1314,930000.0
1315,525000.0
1316,260000.0
1317,370000.0
1318,405000.0
1319,357000.0
1320,365000.0
1321,290000.0
1322,515000.0
1323,600000.0
1324,488000.0
1325,302000.0
1326,555000.0
1327,810000.0
1328,610000.0
1329,255000.0
1330,700000.0
1331,355000.0
1332,350000.0
1333,480000.0
1334,270000.0
1335,247000.0
1336,540000.0
1337,320000.0
1338,366000.0
1339,610000.0
1340,437500.0
1341,210000.0
1342,340000.0
1343,610000.0
1344,385000.0
1345,588000.0
1346,458000.0
1347,596000.0
1348,920000.0
1349,645000.0
1350,260000.0
1351,630000.0
1352,618000.0
1353,575000.0
1354,450000.0
1355,565000.0
1356,440000.0
1357,253000.0
1358,290000.0
1359,490000.0
1360,610000.0
1361,700000.0
1362,515000.0
1363,447500.0
1364,530000.0
1365,450000.0
1366,542000.0
1367,508000.0
1368,460000.0
1369,450000.0
1370,530000.0
1371,512888.0
1372,365000.0
1373,500000.0
1374,768000.0
1375,445000.0
1376,425000.0
1377,560000.0
1378,418000.0
1379,400000.0
1380,360000.0
1381,818000.0
1382,228888.0
1384,315000.0
1385,495000.0
1386,490000.0
1387,409000.0
1388,565000.0
1389,518000.0
1390,340000.0
1391,272888.0
1392,277000.0
1393,870000.0
1394,560000.0
1395,610000.0
1396,715000.0
1397,478000.0
1398,580000.0
1399,730000.0
1400,468000.0
1401,640000.0
1402,502500.0
1403,690000.0
1404,623888.0
1405,580000.0
1406,280000.0
1407,321000.0
1408,618000.0
1409,537000.0
1410,482000.0
1411,868888.0
1412,492000.0
1413,400000.0
1414,310000.0
1415,400000.0
1416,330000.0
1417,342000.0
1418,378000.0
1419,360000.0
1420,550000.0
1421,550000.0
1422,340000.0
1423,800088.0
1424,355000.0
1425,210000.0
1426,550000.0
1427,414000.0
1428,360000.0
1429,521888.0
1430,800000.0
1431,417500.0
1432,388000.0
1433,710000.0
1434,535000.0
1435,881888.0
1436,428000.0
1437,605000.0
1438,555000.0
1439,410000.0
1440,570000.0
1442,773000.0
1443,829000.0
1444,935000.0
1445,491000.0
1446,285000.0
1447,616000.0
1448,678000.0
1449,470000.0
1450,560000.0
1451,960000.0
1452,390000.0
1453,465000.0
1454,500000.0
1455,418000.0
1456,650000.0
1457,280000.0
1458,515000.0
1459,1155000.0
1460,400000.0
1461,308000.0
1462,373000.0
1463,582000.0
1464,418000.0
1465,405000.0
1466,218000.0
1467,918000.0
1468,885000.0
1469,450000.0
1470,408000.0
1471,538000.0
1472,300000.0
1473,565000.0
1474,315000.0
1475,558888.0
1476,575000.0
1477,510000.0
1478,463000.0
1479,340000.0
1480,280000.0
1481,550000.0
1482,450000.0
1483,618888.0
1484,668000.0
1485,195000.0
1486,520000.0
1487,630000.0
1488,585000.0
1489,298000.0
1490,330000.0
1491,235000.0
1492,600000.0
1493,580000.0
1494,655000.0
1495,440000.0
1496,534500.0
1497,585000.0
1498,530000.0
1499,338000.0
1500,400000.0
1501,462000.0
1502,565000.0
1503,755000.0
1504,260000.0
1505,538000.0
1506,410000.0
1507,295000.0
1508,354000.0
1509,470000.0
1510,733000.0
1511,610000.0
1512,415000.0
1513,485000.0
1514,488000.0
1515,420000.0
1516,455000.0
1517,295000.0
1518,395000.0
1519,680000.0
1520,430000.0
1521,545000.0
1522,520000.0
1523,575000.0
1524,820000.0
1525,950000.0
1526,565000.0
1527,435000.0
1528,420000.0
1529,588000.0
1530,380000.0
1531,415000.0
1532,285000.0
1533,318000.0
1534,633000.0
1535,620000.0
1536,508000.0
1537,270000.0
1538,940000.0
1539,468000.0
1540,430000.0
1541,755888.0
1542,530000.0
1543,485000.0
1544,500000.0
1545,470000.0
1546,480000.0
1547,420000.0
1548,363000.0
1549,350000.0
1550,326888.0
1551,280000.0
1552,388000.0
1553,455888.0
1554,600000.0
1555,458000.0
1556,665000.0
1557,355000.0
1558,460000.0
1559,382000.0
1560,370000.0
1561,325000.0
1562,912888.0
1563,520000.0
1564,498000.0
1565,715000.0
1566,255000.0
1567,265000.0
1568,550000.0
1569,208000.0
1570,418000.0
1571,415000.0
1572,530000.0
1573,325000.0
1574,740000.0
1575,316000.0
1576,888000.0
1577,660000.0
1578,455000.0
1579,646000.0
1580,438000.0
1581,350000.0
1582,745000.0
1583,470000.0
1584,520000.0
1585,322888.0
1586,620000.0
1587,477000.0
1588,430000.0
1589,530000.0
1590,515000.0
1591,242000.0
1592,470000.0
1593,440000.0
1594,540000.0
1595,408000.0
1596,370000.0
1597,360000.0
1598,380000.0
1599,890000.0
1600,490000.0
1601,355000.0
1602,1050000.0
1603,338000.0
1604,446000.0
1605,432000.0
1606,330000.0
1607,483000.0
1608,410000.0
1609,568000.0
1610,393888.0
1611,800000.0
1612,650000.0
1613,812888.0
1614,505000.0
1615,955000.0
1616,393000.0
1617,240000.0
1618,540000.0
1619,465000.0
1620,630000.0
1621,350000.0
1622,370000.0
1623,495000.0
1624,538000.0
1625,380000.0
1626,380888.0
1627,279000.0
1628,650000.0
1629,400000.0
1630,515000.0
1631,560000.0
1632,423000.0
1633,655000.0
1634,350000.0
1635,468000.0
1636,415000.0
1637,398000.0
1638,535000.0
1639,585000.0
1640,523888.0
1641,470000.0
1642,470000.0
1643,595000.0
1644,290000.0
1645,243000.0
1646,360000.0
1647,610000.0
1648,490000.0
1649,665000.0
1650,420000.0
1651,415000.0
1652,808000.0
1653,425000.0
1654,550000.0
1655,520000.0
1656,350000.0
1657,608000.0
1658,430000.0
1659,570000.0
1660,336800.0
1661,440000.0
1662,488000.0
1663,205000.0
1664,460000.0
1665,485000.0
1666,480000.0
1667,660000.0
1668,890000.0
1669,695888.0
1670,540000.0
1671,413000.0
1672,660000.0
1673,537000.0
1674,469000.0
1675,392000.0
1676,520000.0
1677,572000.0
1678,530000.0
1679,565000.0
1680,408000.0
1681,380000.0
1682,670000.0
1683,900000.0
1684,395000.0
1685,455000.0
1686,540000.0
1687,373888.0
1688,482000.0
1689,586000.0
1690,233000.0
1691,515000.0
1692,476000.0
1693,600000.0
1694,440000.0
1695,350000.0
1696,515888.0
1697,435000.0
1698,618000.0
1699,560000.0
1700,738000.0
1701,320000.0
1702,750000.0
1703,750000.0
1704,988000.0
1705,640000.0
1706,390000.0
1707,510000.0
1708,235000.0
1709,800000.0
1710,520000.0
1711,415000.0
1712,415000.0
1713,320888.0
1714,526000.0
1715,380000.0
1716,393000.0
1717,833000.0
1718,515000.0
1719,230000.0
1720,630000.0
1721,532000.0
1722,575000.0
1723,710000.0
1724,930000.0
1725,870000.0
1726,510000.0
1727,397000.0
1728,605000.0
1729,660000.0
1730,535000.0
1731,380000.0
1732,360000.0
1733,260000.0
1734,680000.0
1735,492000.0
1736,615000.0
1737,320000.0
1738,409000.0
1739,441000.0
1740,450000.0
1741,510000.0
1742,448388.0
1743,460000.0
1744,382000.0
1745,940000.0
1746,625000.0
1747,600000.0
1748,475000.0
1749,325000.0
1750,390000.0
1751,318000.0
1752,280000.0
1753,235000.0
1754,487000.0
1755,488000.0
1756,515000.0
1757,385000.0
1758,475000.0
1759,325000.0
1760,335000.0
1761,380000.0
1762,450000.0
1763,299000.0
1764,323000.0
1765,660000.0
1766,835000.0
1767,438000.0
1768,597000.0
1769,359000.0
1770,838000.0
1771,340000.0
1772,430000.0
1773,390000.0
1774,540000.0
1775,555000.0
1776,725000.0
1777,648000.0
1778,320000.0
1779,318000.0
1780,376000.0
1781,500000.0
1782,568888.0
1783,675000.0
1784,410000.0
1785,465000.0
1786,541000.0
1787,410000.0
1788,500000.0
1789,350000.0
1790,700000.0
1791,445000.0
1792,352000.0
1793,415000.0
1794,580000.0
1795,488000.0
1796,325000.0
1797,405000.0
1798,212000.0
1799,448000.0
1800,420000.0
1801,370000.0
1802,388000.0
1803,650000.0
1804,255000.0
1805,641888.0
1806,430000.0
1807,370000.0
1808,300000.0
1809,645000.0
1810,305000.0
1811,440000.0
1812,720000.0
1813,325000.0
1814,452000.0
1815,430000.0
1816,440000.0
1817,280000.0
1818,365000.0
1819,500000.0
1820,388000.0
1821,760000.0
1822,523000.0
1823,796000.0
1824,345000.0
1825,668000.0
1826,415888.0
1827,370000.0
1828,430000.0
1829,570000.0
1830,432888.0
1831,385000.0
1832,810888.0
1833,570000.0
1834,338000.0
1835,750000.0
1836,550000.0
1837,633000.0
1838,965000.0
1839,340000.0
1840,420000.0
1841,400000.0
1842,493000.0
1843,280000.0
1844,408888.0
1845,740000.0
1846,390000.0
1847,348000.0
1848,610000.0
1849,583888.0
1850,515000.0
1851,610000.0
1852,435000.0
1853,660000.0
1854,391000.0
1855,335000.0
1856,570000.0
1857,430000.0
1858,818000.0
1859,520000.0
1860,450000.0
1861,372000.0
1862,380000.0
1863,485000.0
1864,508000.0
1865,390000.0
1866,433000.0
1867,546000.0
1868,685000.0
1869,313000.0
1870,326000.0
1871,550000.0
1872,630000.0
1873,488888.0
1874,555000.0
1875,448000.0
1876,370000.0
1877,585000.0
